Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,3/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Djibouti,DJI,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0.451263538,0.489089541,0.420916302,0.334448161,0.319203269,0.316696225,0.261070389,0.246499704,0.162262401,0.125056844,0.119856173,0.128865979,0.116652085,0.125523013,0.131126045,0.131406045,0.117021795,0.099709935,0.112645705,0.113065895,0.11208668,0.166978698,0.130658349,0.153298165,0.132321807,0.10293714,0.094207842,0.098341755,0.117563235,0.100292155,0.107766916,0.068408811,0.091092459,0.082415965,0.081324856,0.081614887,0.035459669,0.042874873,0.065672658,0.079650565,0.083210829,0.07421347,0.08145188,0.045468324,0.066772183,0.063455278,0.050426432,0.071217825,0.07100721,0.052222192,0.054037363,0.048255698,0.055372789,0.037417609,0.04660701,0.06218261,,,,,
Dominican Republic,DOM,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,30.75157774,34.14344991,23.59750668,23.17636196,17.55756579,32.12669683,16.33237822,25.88726514,25.89118199,17.12707182,41.22436671,28.6888052,27.57406864,30.59166888,27.4011976,32.03143055,32.91872185,45.32967033,14.56221198,9.437533802,13.01668806,9.55025981,21.09097702,9.428621971,11.027935,13.04610733,9.19016031,10.96411916,14.01770486,8.903639277,7.209247833,8.699384747,11.93438521,16.30112137,17.62868194,15.23000414,13.9841513,11.46192624,12.89040318,11.74285146,11.74207162,12.94876264,12.72499864,8.968406749,6.366148345,,,,,
Algeria,DZA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,14.80484522,20.32019704,26.7997149,16.19947849,9.035812672,9.185360094,5.802415876,4.562043796,4.526364909,3.608030324,4.495210022,5.097914006,2.299862987,4.042210696,5.263157895,1.925891688,3.922339255,1.310325075,1.474810754,0.838301043,1.689247622,1.088264246,1.818275471,0.834884072,0.978950038,0.653626416,0.348885891,0.924254148,0.819970109,0.212498032,0.25915493,0.206163194,0.896148253,0.8032,1.636444051,0.618861069,0.607592214,0.703350234,0.794784551,0.380460926,0.980009371,1.083680332,0.551010185,0.395379969,0.210761941,,,,,
East Asia & Pacific (excluding high income),EAP,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,24.74771591,24.30833394,24.97795408,27.36471558,25.17186587,24.59484271,22.90041564,19.53292487,19.92634659,20.67959929,22.53394032,23.51624241,24.67354723,23.99722373,23.56361127,22.96163417,21.41992541,21.44417307,21.87686449,21.40622237,19.54403221,18.63122415,18.67815245,18.44367494,19.11351625,17.58234088,16.68539255,17.13157416,16.30305956,16.27432943,18.21234319,16.8822388,14.70951505,15.57195976,15.36081768,14.93898052,14.58663654,16.44976557,16.14065545,16.33820156,14.58842993,17.06792785,16.53845774,18.14325696,18.3951231,,,,,
Early-demographic dividend,EAR,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,26.76778544,26.23006228,26.29747536,26.63360586,26.77706421,27.62066188,27.8878076,28.68967678,27.78098878,26.7700458,26.91149915,25.30559863,23.78760568,23.78808737,22.96812297,23.06590088,22.41376169,23.37914638,22.21557818,24.60071335,24.05620051,23.75394609,23.83610822,23.48302991,22.55470593,22.02088392,21.29978472,20.77767925,19.94734977,18.93373219,17.97824507,17.51049484,17.34977616,17.88926063,18.34066788,18.70861642,17.32497944,16.74135606,15.78487522,16.16823995,16.3502405,15.37949107,15.79301851,14.67879593,14.00327961,,,,,
East Asia & Pacific,EAS,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,23.59880897,22.18598274,18.58329942,21.63955764,21.10401746,19.7122031,17.25596111,15.79994354,16.73005514,17.34415609,18.00786931,17.6183719,17.77727953,16.12301097,16.77835948,16.56723968,15.19624812,15.68064168,15.48317949,14.61565069,13.94928955,12.98844016,13.61791212,12.31556212,13.13334307,12.25967131,11.99465816,12.3317975,11.60773228,11.50826633,12.44772879,11.80323571,11.23608596,11.83301274,11.43009215,11.60184588,11.25481005,12.61847518,12.65678651,12.91851807,12.0503602,13.80979361,13.67217178,14.96255007,15.22843896,,,,,
Europe & Central Asia (excluding high income),ECA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.59474271,15.33116596,16.38859613,18.28274799,19.96902989,20.1992904,19.66016337,19.65321747,20.53366051,20.09537278,19.0470698,18.82740712,18.62133172,17.91279011,19.8405658,19.03313706,18.38865389,17.15377867,16.137693,17.80543637,18.24862601,16.84304742,16.87168797,18.3727533,16.55171799,17.41688501,,,,,
Europe & Central Asia,ECS,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,13.56984718,13.23799704,12.57148026,13.08988037,13.30926227,11.31340085,13.37939134,12.69477031,12.83135224,12.12046923,12.30469292,12.17469843,12.20646677,11.74122921,11.18071402,10.45444063,11.08045386,11.62753938,9.847825646,15.61592864,15.84685404,16.73576845,17.7056522,18.28036239,18.12559086,17.06626671,17.35397381,17.73838796,17.68663145,17.59253545,17.42585897,16.07039044,14.93600868,15.81154099,15.60471105,15.08052569,14.95143025,15.11437315,15.94993786,16.33513909,14.88879141,15.789006,16.8381439,16.6005992,16.18446901,,,,,
Ecuador,ECU,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,41.9047619,39.83885407,34.63375796,35.84229391,38.57493857,32.50940355,25.39827037,30.3646833,23.18508829,25.86002372,21.13402062,21.62358058,39.99535208,71.27425044,71.93944713,80.04788508,84.88112927,85.55220706,85.87276824,78.5478028,72.77028965,69.1217343,78.39697747,80.61149312,61.22909005,67.92291221,63.05732484,59.74288338,69.62553357,71.70184697,63.99095023,63.29912517,62.19469946,57.57340376,54.30374753,50.65719361,55.19789885,60.0201945,49.66341752,44.26674868,54.19100467,53.56501948,47.45711706,47.13868433,50.70073558,,,,,
"Egypt, Arab Rep.",EGY,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,63.02825706,64.14273281,63.60720454,66.81947173,65.43947571,65.61987537,63.94707048,61.51815182,56.7761194,51.75035641,47.93524167,46.39440113,37.93423239,33.16121037,27.53830504,27.73428162,22.87752675,22.73875695,23.94775385,23.50435441,22.34964782,21.23560576,21.93698217,22.25174428,21.94807692,20.955749,20.51584857,19.41047549,21.40156216,17.52812152,18.16719099,14.4175356,13.67786264,12.48186063,11.63308492,11.19949396,12.39520815,11.20421245,9.253956835,8.887163138,8.216967587,7.970090143,7.945254389,7.90393138,7.381152563,,,,,
Euro area,EMU,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,38.72594733,35.1596803,31.54210142,33.36160028,27.56625886,30.03927842,31.79354077,28.1038392,26.84598891,24.82241552,22.26470887,19.70674208,19.04544963,16.85022028,18.14178411,18.34524352,14.12050286,20.17945892,18.04028562,17.89754289,16.24639848,15.80838195,15.88056671,15.42060238,14.77080941,13.90532097,13.2415954,13.73757924,14.34346887,10.29959732,11.02451164,11.67892205,11.96705738,12.39059013,13.52857228,12.36058607,12.79867828,12.06744394,11.94262974,11.77673153,11.70639012,12.48575444,10.05611632,10.10619176,10.08527894,8.61909099,9.167791311,9.087827084,9.559159165,10.30654011,11.27436572,9.215732621,9.83692046,11.85224562,11.98908269,9.979026475,,,,,
Eritrea,ERI,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Spain,ESP,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,83.93682175,76.53989846,70.17245143,81.62721551,69.92481203,62.05711764,72.34268425,55.7861821,53.23612233,58.81120763,49.32596842,51.66193066,52.22557609,38.21305842,38.17373495,31.74864187,23.45453527,42.75372482,40.95209995,44.31296142,27.05399813,19.94799811,23.19789262,23.44207735,26.65740945,24.90666072,20.66163396,20.64989518,25.43295041,13.14470109,16.84456966,17.6059296,12.07147415,15.71034296,17.54856994,13.93753472,22.94926888,18.37354016,17.57518408,11.08789965,12.79009239,17.54345317,8.846392711,15.7329789,11.23577635,6.354575135,8.782334513,9.047538588,7.513071664,9.048922633,14.18074551,10.49486679,6.989474114,13.09847395,14.2459147,10.12988135,,,,,
Estonia,EST,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.008452371,0.01096852,0.03277972,0.023007017,0.021970779,0.032545021,0.046942847,0.048379294,0.058733701,0.082517977,0.070364724,0.127965351,0.213509317,0.215580598,0.143855323,0.172272354,0.264625272,0.364506208,0.208269053,0.232684402,0.350965154,0.195856874,0.216937169,0.259191706,,,,,
Ethiopia,ETH,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,51.26475548,51.06382979,56.34517766,59.28449744,60.38062284,63.02083333,69.06077348,71.60493827,70.12779553,70.2467344,70.31900139,72.68170426,73.25581395,75.82417582,76.01351351,78.36065574,80.82959641,81.18586089,82.02502844,88.35274542,89.49545079,92.74778405,91.32321041,93.3149552,93.51669941,94.19837804,97.0260223,95.52329099,97.62773723,98.32735962,99.00596421,98.97260274,99.30313589,99.29105947,99.57820738,99.69409605,95.43276008,87.26502515,88.27655311,99.01606426,98.83207071,97.31296101,95.81705355,94.72411981,92.68947015,,,,,
European Union,EUU,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,35.59500262,33.47557396,30.67469905,31.54013932,27.41584281,29.33327151,30.07152043,27.42773934,25.94921094,23.19031565,21.00470084,20.41363153,19.8430826,18.33372329,19.08487883,19.04088901,15.19881641,19.61709399,18.10130519,18.23191804,16.81617838,16.51421396,16.10317379,15.9396169,15.44740356,14.82904656,13.64448101,14.47344653,14.97311495,11.91991302,12.62619779,12.9384614,13.54754249,13.89191507,14.10389362,13.68822184,13.28661489,13.41127126,13.57178644,13.36976249,13.36964118,13.85568913,11.5279118,10.89066052,11.26248517,10.65152624,10.58197534,10.46058451,11.01300601,11.72942517,12.62835704,10.55300291,11.37973127,12.72801011,13.0704362,11.67339285,,,,,
Fragile and conflict affected situations,FCS,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,45.51850149,46.26513715,42.57348637,48.87471028,49.65571143,51.45221447,50.95993195,46.04740847,43.61689572,37.60326562,35.9375746,34.35608118,32.97771506,33.72711612,34.08216698,34.27315495,36.651958,38.1129448,39.46740573,39.68966363,42.32438217,41.57044393,39.69569966,39.65260013,38.45037331,38.38018965,38.61381726,38.96640917,40.02204189,40.78164647,38.59086418,37.10075875,37.9583886,39.6039627,42.52864296,41.95191509,41.36720882,39.63643123,39.12082081,36.14984325,37.93249237,37.47977735,36.97481943,36.21147413,33.73770963,,,,,
Finland,FIN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,61.23184195,76.62846227,84.10812672,70.80761099,65.35476284,67.19827586,65.38800705,69.38544153,58.81462375,43.77095951,42.09904052,49.01526682,44.29521562,40.2842694,45.71314828,46.43307478,32.25089728,36.6185268,27.26407702,27.6992075,25.07178443,33.37407416,31.78627808,32.1800128,29.24901186,24.80690321,25.14716031,25.83236583,24.7986191,24.20982218,19.96984019,22.75894181,26.17063664,22.06322959,17.95950085,20.18427423,17.09598835,17.69688909,21.45025439,18.3998733,20.95004001,17.72816368,14.37662598,11.37371629,17.55489545,19.5290584,13.96394207,17.44968921,22.09939043,17.60257531,16.01755212,16.93174243,23.94370198,18.01647557,19.6742738,24.44567547,,,,,
Fiji,FJI,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,54.47314779,48.46777828,41.60566354,47.70214611,35.64881863,44.17252493,47.10367917,38.81474257,40.89603816,38.50232761,38.60048222,31.34251744,28.51735679,26.12926557,30.08985962,32.43602059,23.58433281,36.26134474,30.22308696,27.6139544,27.01664931,26.18945688,25.33756123,23.50867927,20.35654403,18.07481448,17.3288072,18.72745337,19.60936059,11.55714264,12.91134447,12.75475408,14.99007632,13.81761893,16.60243619,14.8857596,12.9711682,12.72798044,12.24071789,13.91190572,12.40003438,13.61982519,10.90927154,10.49752094,10.47194528,9.012447261,9.887747791,10.21796432,11.19088892,10.74071492,11.11371027,8.050505504,10.48464427,12.46870305,11.26193545,9.661149897,,,,,
Faroe Islands,FRO,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,0,3.731343284,3.03030303,51.8134715,56.52173913,49.3902439,67.94582393,67.88990826,59.61538462,49.05660377,69.24369748,73.01349325,75.03429355,76.72955975,77.46806039,78.04054054,77.98882682,77.91208791,77.05479452,72.08588957,71.77664975,71.70191339,71.07107107,69.98123827,69.44688323,63.42668863,64.41082803,60.46165302,62.5753012,61.06463878,62.40227434,62.28070175,58.67014342,57.98701299,51.58831004,56.75675676,46.19377163,49.06695939,51.52838428,46.87338501,41.15629593,41.95933457,44.46564885,39.73973974,43.17968015,,,,,
United Kingdom,GBR,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2.27318592,2.626573067,2.339886251,1.893450383,1.957421709,2.132290948,1.99098925,2.110355195,1.597811488,1.348460074,1.809172063,1.312970175,1.290496904,1.371236032,1.492646897,1.385206248,1.33973169,1.373655628,1.394600331,1.421420081,1.369727991,1.571032574,1.667427377,1.651866878,1.421917574,1.387762581,1.592089659,1.371484266,1.608443595,1.518829456,1.638683892,1.438920561,1.70066323,1.337416256,1.567268879,1.455085732,0.971335164,1.193940088,1.417418349,1.46091718,1.358530885,1.060758222,1.244685968,0.816003479,1.237738897,1.244733528,1.167424955,1.291952841,1.33591456,1.401341836,0.941930575,1.56062359,1.468100414,1.323307255,1.757567262,1.869745151,,,,,
Georgia,GEO,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.20985136,57.1351601,58.31091985,63.1468197,61.42960813,63.80917341,83.48406846,84.41993578,83.06609308,83.84745542,78.93318966,79.89044255,93.24789858,91.1452514,87.36279607,85.8125774,72.93810896,81.82909265,84.72731575,86.6090208,92.52271829,77.39846969,74.50232078,82.22487325,80.36833478,78.03932429,,,,,
Ghana,GHA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,98.8111413,98.92761394,99.02813299,99.24555853,99.0220662,98.88651978,98.85264342,98.62178638,98.86848847,99.22888847,99.34895833,99.43650634,99.06687403,98.19868996,98.97282969,99.31849159,100,100,100,100,100,100,99.65151275,99.54173486,99.68933944,99.96982043,99.49172234,77.53036437,83.58667529,91.49937699,84.09466853,69.24240341,66.06596396,87.44825302,82.92575133,66.65480427,53.4107194,74.42335416,76.76936816,68.81085866,67.50892857,67.12408516,63.96550385,64.69952943,50.86589505,,,,,
Gibraltar,GIB,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Guinea,GIN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,20.30567686,21.88323917,21.95039076,25.42779946,19.82434128,17.32641142,28.75664894,23.83003158,17.76854137,23.29403763,26.84317719,22.9372081,20.40240835,15.00303705,15.62583222,12.5,10.53074035,10.12378193,14.19477435,16.13428649,15.03112171,14.56418587,15.30165005,9.756911145,11.53846154,10.11175198,11.5026312,9.240178156,7.134672215,5.553931599,5.086987779,8.670229136,5.918065816,5.983690379,6.43619524,8.54500109,10.25205725,8.967014691,8.048938935,9.296487499,6.912494151,3.950938277,5.190471777,8.230722736,7.943821944,8.442290541,9.745924658,4.131651544,5.264496439,8.796281141,13.00399184,6.778543906,7.245232101,11.11111111,8.891007687,11.76720312,,,,,
Grenada,GRD,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,36.46563815,26.54761905,25.66079295,31.7721519,25.40250447,22.63195951,15.45574637,17.75407779,16.34958383,11.98770492,16.77344205,24.90613267,45.82172702,32.50327654,33.82173382,89.52811894,79.42028986,80.43478261,79.64728313,78.59103385,75.15310586,50.13860014,53.47705146,52.79483037,53.82653061,55.50281815,53.09709018,48.78815081,45.53347482,41.69973545,37.56189175,31.49733484,37.8592666,33.35066961,36.51385265,40.44819985,34.61626313,42.1541638,32.51906709,43.28123243,45.48524126,47.36506587,46.91532258,45.18173346,35.04250317,,,,,
Guam,GUM,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,31.1327058,30.45917611,29.0971024,28.17382707,26.76280785,27.50878452,26.94124733,26.02275346,24.47390469,23.51803576,22.15672808,22.20398478,21.4990598,19.92697106,21.83972879,21.47396139,19.18033482,18.53371911,19.04804929,19.16058837,18.57867757,18.57295374,19.20961963,19.42568363,18.45927069,17.70302322,17.3787569,16.41734491,15.78868928,14.58535243,14.78319402,14.92876932,14.60080219,15.02336111,14.24137435,14.69775256,14.58617952,14.44834145,13.71430172,13.36105928,13.07162041,12.34159296,12.35233656,11.96468294,11.83550939,11.68853149,11.67186138,11.24289002,11.57382166,11.99468209,11.54647275,11.83186492,11.82473687,12.08796358,12.04790534,11.58511592,,,,,
"Hong Kong SAR, China",HKG,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Honduras,HND,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,61.89258312,71.86761229,73.86831276,77.07129094,74.07407407,70.58823529,68.16860465,85.24374177,87.07403055,86.31346578,83.09716599,80.80229226,73.15140845,73.19932998,93.5483871,96.94501018,97.21758486,97.23643808,97.60156632,98.27511859,98.55072464,93.55527102,88.1342701,77.81584582,61.32697947,66.48190414,66.48596939,56.31039531,62.11812627,61.88389923,49.02162719,39.23526547,38.38183422,28.87469085,30.66214528,34.55759599,34.94869771,34.98244007,42.21886792,45.44783828,36.78296093,36.00775194,33.92370572,32.37123663,26.10150586,,,,,
Heavily indebted poor countries (HIPC),HPC,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,58.16532463,61.57559219,61.66884961,64.82360448,64.9720726,65.08855491,63.84765484,62.94665018,64.35376258,66.76047576,67.18808409,67.37840203,63.92772232,62.4906125,65.60953009,65.66850403,64.16015915,64.59278888,65.64504384,65.39004285,65.85453841,64.29247154,64.12409627,62.00638285,60.51015374,59.97589481,58.35189861,56.56583624,57.88947733,58.92548766,58.2055702,56.01582325,54.6354093,54.1971621,52.85033914,51.31294424,50.82656881,51.39094253,52.75499929,53.63825562,52.33866223,50.43938101,50.20851655,49.81996947,46.22977477,,,,,
Croatia,HRV,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.43147208,65.77564031,48.85419007,47.57423672,61.95144192,61.26563174,70.37501119,57.1749536,52.57551947,56.46143176,57.29379384,56.22895623,46.05273514,41.37355973,54.88234871,53.88680401,51.20328097,37.46512555,45.23120257,55.41510845,61.67883212,44.76165066,45.66222977,61.81974618,67.03632033,56.86954974,,,,,
Haiti,HTI,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,32.92682927,74.52830189,68.85245902,83.44370861,86.86868687,85.85858586,73.68421053,77.55102041,69.28571429,70.06369427,66.93548387,62.05128205,47.93187348,47.39336493,48.97959184,71.78329571,64.77732794,73.27102804,70.60869565,76.54941374,70.94017094,75.88652482,75.27472527,82.91814947,51.11111111,44.95867769,33.05785124,46.15384615,58.02292264,51.73674589,47.64309764,47.53199269,47.6635514,47.53199269,47.6618705,47.54385965,32.90598291,37.24279835,28.71012483,30.15332198,12.83138918,20.09090909,13.36492891,8.712487899,7.996146435,,,,,
Hungary,HUN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,0.671020846,0.843099233,0.65652522,0.676548841,0.675243443,0.605143722,0.640256102,0.67389573,0.572465,0.42665262,0.796209457,0.74829932,0.636697718,0.540265435,0.595456585,0.4690903,0.691358025,0.641775984,0.601008143,0.688134433,0.578444544,0.548745724,0.568086322,0.578113776,0.534126635,0.625967084,0.647465207,0.498658671,0.504329333,0.480381919,0.479158093,0.589911656,0.610221205,0.416778704,0.478430958,0.505811145,0.510778525,0.536548939,0.500805389,0.608164234,0.56494015,0.518698235,0.525525526,0.532167395,0.634955999,0.503063873,0.616341375,0.614984842,0.703109527,1.024088187,0.771208226,,,,,
IBRD only,IBD,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,16.31343441,16.53178118,16.64943754,17.45044824,17.16657674,17.28341848,17.53001279,17.19578863,17.43200316,17.71986863,18.14204363,18.036836,17.84876166,17.85479336,17.67975961,17.38780745,16.97891498,17.37889404,16.93016975,22.47144562,22.86982514,23.06860064,24.1573726,24.88437501,24.94844374,24.15286039,23.98631152,24.33643557,23.46679097,22.81651343,22.44726197,21.75130534,20.4719227,21.20149486,21.27790897,20.81950473,20.0040069,20.16798748,20.14653657,20.04052839,18.89107988,19.4282216,19.21650332,19.38671566,19.10253448,,,,,
IDA & IBRD total,IBT,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,17.10121391,17.47554539,17.57252668,18.53292823,18.23555239,18.44128026,18.65177007,18.25205018,18.52600214,18.69894785,19.07034332,18.89606119,18.57589772,18.5324741,18.35907587,18.03799439,17.52958595,17.92270197,17.49798228,23.47992898,23.86567249,24.04178731,25.05060209,25.77861779,25.7043752,24.90263038,24.65502646,24.96281469,24.14821508,23.47634184,23.13410468,22.47103923,21.29081586,21.92678481,21.99830768,21.49196665,20.60812173,20.75297305,20.70114064,20.65174393,19.51643395,20.02279415,19.80609798,19.96713963,19.62497899,,,,,
IDA total,IDA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,31.15739067,33.36585869,32.98217996,35.62809576,35.22261838,36.75028134,36.37030725,36.18218859,36.19575215,35.43151561,34.66063362,33.17147801,31.2629836,31.01495202,30.37126064,29.55718086,27.43251595,27.25850889,27.22949302,39.96598866,40.23604232,40.01300024,40.09741473,40.70197683,38.41034763,37.74182071,36.32031251,35.88082471,35.83934351,35.03591739,34.91753371,34.770618,36.02593693,35.01787601,35.25045682,34.3922137,33.2069409,33.61247909,32.89969418,34.44820091,34.27890718,34.59273711,34.61496257,34.62744983,32.95766341,,,,,
IDA blend,IDB,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,31.94298516,33.15304126,32.15569578,34.84881869,33.33756061,35.3656564,34.16390601,35.40659229,34.8970078,31.56660977,30.4378024,29.14070496,29.54676955,30.04454132,27.83499666,27.07683648,24.49187679,25.53930162,25.24657461,29.70859406,30.37263522,31.71658817,30.45047651,32.18893664,30.9787316,29.65463664,29.25149236,29.14455796,27.06163546,24.67767647,25.39145992,27.89866183,31.23737807,29.78143304,30.77594781,30.25536507,28.01057592,30.6813021,28.05092358,31.151495,28.39338288,29.2125358,28.44776323,28.03046405,28.1357296,,,,,
