Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,3/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cabo Verde,CPV,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,9.581881533,12.78610892,15.5159614,14.50953678,14.8922273,11.53612629,23.46590909,22.80519481,18.27741612,4.312668464,2.959830867,2.719155844,2.578397213,1.728073036,1.775568182,1.627670397,3.925949569,4.290635766,2.404692082,2.479815456,5.124223602,17.16205212,10.07736156,9.853420195,17.25056341,9.287796751,3.047585101,8.14705339,2.152800259,0.852724382,1.482579689,1.621262458,2.106534281,0.803408399,3.280871671,6.128550075,7.977900552,7.145872915,4.844253491,6.688928311,8.777461351,8.158049931,11.68539326,10.20847607,0.998890122,,,,,
Caribbean small states,CSS,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,81.53386454,86.3541469,86.31744919,86.29340422,87.56830601,88.51980542,88.20246593,87.7534182,88.70453095,89.47842627,90.21276596,90.16437861,90.06232687,90.27743878,90.28608902,90.55859138,90.81144707,90.44147985,91.06240567,87.61315229,86.63093531,72.61223782,69.41465188,69.69494359,71.34601493,70.27802962,77.97257175,75.1342946,73.22660778,65.75971261,64.93888489,41.66507421,39.26628716,41.38416272,49.46551949,58.89853664,55.07830232,58.48181458,52.02999887,52.57228258,56.03603604,56.43585848,58.72518286,60.3635237,60.50867508,,,,,
Curacao,CUW,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.9771533,99.97850387,99.938411,99.70466627,99.40556088,98.62833521,96.38871982,94.55162179,92.37762238,92.71264368,91.21994264,,,,,
Czech Republic,CZE,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,96.67876388,96.80638723,97.37455676,95.7834956,96.04861898,97.00180389,96.15775286,96.58995621,95.52576636,95.44401398,96.15320007,96.94402254,96.7255653,95.62767131,93.00080866,86.75873676,78.83143611,78.37069046,78.41120204,77.9255191,78.07389963,76.88334998,75.86353872,74.72469129,75.83656624,76.32358241,77.12910911,76.53967566,75.50616437,78.22002167,76.65355497,71.38890716,66.48232226,65.30134861,65.98601262,64.64723743,66.28230254,63.63047002,60.95648765,60.13222056,58.88033558,55.55504286,53.26830062,53.40086491,55.91531907,,,,,
Germany,DEU,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,89.80765485,90.54418807,91.61804023,92.46251357,93.16442075,91.61247047,90.90404849,90.98600148,91.39907292,91.96207915,91.39653659,93.14314177,92.61653574,91.91910288,91.0193746,88.45636709,88.86771723,85.38327391,85.29512874,84.08120229,82.82476305,80.66712704,78.82181287,78.81231518,74.69681042,69.15667742,70.58946404,68.69531941,66.83988017,66.85432466,68.01752944,68.6355272,65.76380249,65.92699914,65.86247275,65.41269561,65.12672261,63.68576543,65.01941616,63.17765974,63.15460246,62.69870731,62.79293552,64.37857333,62.68169954,62.31682364,61.02710152,62.79236755,60.75207289,59.73886631,59.45724669,60.40087084,59.68113795,59.23832245,56.7323431,55.06305317,,,,,
Djibouti,DJI,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,99.54873646,99.51091046,99.5790837,99.66555184,99.68079673,99.68330378,99.73892961,99.7535003,99.8377376,99.87494316,99.88014383,99.87113402,99.88334791,99.87447699,99.86887396,99.86859396,99.8829782,99.90029007,99.87266138,99.85979829,99.84681487,99.77736174,99.78926073,99.57617566,99.57657022,99.59854516,99.33079947,99.10475092,98.55005344,97.46217242,96.73620199,96.93254891,95.23065912,94.72537823,95.1328306,88.18216443,87.90638647,82.40324946,80.69710311,77.69013361,72.51823704,74.12600387,74.56410517,80.55471355,74.80957563,70.6781438,78.02065291,71.76721945,70.09230937,70.16463733,66.09541454,57.53782395,49.29481124,51.98169415,41.84998757,31.89967872,,,,,
Dominican Republic,DOM,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,64.88812392,61.41078838,73.06322351,73.22253001,79.23519737,64.50020568,80.80229226,71.32915797,71.48217636,80.57090239,56.51387214,68.43546731,69.69785861,65.87954365,71.4011976,66.81303443,65.96611623,53.9010989,84.66973886,89.88642509,86.34146341,89.98387386,78.25518401,89.77534053,88.22348001,86.34920635,90.14648977,88.7503569,85.7548932,90.85221637,92.54081075,91.12891687,87.90574824,83.48449868,82.20767629,84.61804117,85.86934807,88.39214646,86.95343555,88.1111922,87.91038292,85.52341118,83.4303116,86.66062734,88.36755702,,,,,
Algeria,DZA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,85.19515478,79.67980296,73.2002851,83.80052151,90.96418733,90.81463991,94.19758412,95.4379562,95.47363509,96.39196968,95.50478998,94.90208599,97.70013701,95.9577893,94.73684211,98.07410831,96.07766075,98.68967492,98.52518925,99.16169896,98.31075238,98.91173575,98.18172453,99.16511593,99.02104996,99.34637358,99.65111411,99.07574585,99.18002989,99.78750197,99.74084507,99.79383681,99.10385175,99.1968,98.36355595,99.38113893,99.39240779,99.29664977,99.20521545,99.61953907,99.01999063,98.91631967,99.44898981,99.60462003,99.6773162,,,,,
East Asia & Pacific (excluding high income),EAP,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,74.36655534,74.80593731,74.13631717,71.74955567,73.94240538,74.51942854,76.21385561,79.58042519,79.00879251,77.88842336,75.78790739,74.64945924,73.29668425,73.95879294,74.91906631,75.67680987,77.34409496,77.31033772,76.87713541,77.35726363,79.31560652,80.30028497,80.17051522,79.19753934,78.63422899,80.22090702,81.09123919,80.60625883,81.33155332,81.25243793,79.43880147,80.57533172,82.2305132,81.38495829,81.68752513,82.23578038,82.55919891,80.25646933,80.24721965,79.69236175,80.95424525,77.94189652,77.55443492,75.25496242,73.80456465,,,,,
Early-demographic dividend,EAR,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,64.76784261,65.36502856,64.87129034,64.24028516,63.64486398,62.70917142,62.98932046,61.99499752,62.90382683,63.87173788,63.63618918,65.44989836,66.50072488,65.90053333,66.45775843,66.06675801,67.06338155,65.83170107,67.21783186,70.15356446,70.67831759,70.75308288,70.78956948,71.08467212,71.71856908,72.33524322,73.00521703,73.39096294,74.40990545,75.45637643,76.72651526,77.36245116,77.74109302,77.28119757,76.83245393,76.39206916,77.75731147,78.28524312,78.07704552,77.3803422,76.78931605,77.64024847,77.07991232,77.80112495,78.19112473,,,,,
East Asia & Pacific,EAS,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,74.34133748,75.68600608,79.3667034,75.06460408,75.15704758,75.78066899,78.7043764,77.37381292,75.40989712,73.5828602,72.46986066,70.80752916,69.44030809,69.63355312,67.52376723,67.18802984,67.53314965,68.68848458,69.30608291,65.70852466,66.94086088,68.40200216,68.44523549,68.8154319,68.54944436,69.64190952,70.60967608,70.11955645,71.49257705,72.42133706,72.53331926,74.01334301,76.15705216,75.38118627,75.57246795,76.35465183,77.8221845,76.53129737,76.53538125,76.23171936,79.05930149,78.05106869,77.8480603,76.04116135,74.59737707,,,,,
Europe & Central Asia (excluding high income),ECA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.36474084,72.43062029,70.6371612,67.78213712,66.99026497,66.16688111,65.02130646,64.92954707,64.72237447,64.44513324,65.01242463,65.03771638,64.83360454,65.64199923,64.15406879,64.93268522,65.50235661,66.96720938,68.42874747,66.41754895,65.99381925,67.41458117,67.29042291,66.29616212,67.19472418,65.38535963,,,,,
Europe & Central Asia,ECS,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,44.06244178,43.9193627,44.53467567,43.62780663,42.42274505,44.08776982,41.3589076,41.67862013,41.17579404,40.96983458,38.55242004,37.91545092,36.54951716,34.62042364,33.17321994,32.95429593,32.37069189,31.00337916,32.22764776,60.78861758,59.97853722,58.23535126,55.93703506,55.52863441,55.24829299,55.0150306,54.33118136,54.52370241,54.3427263,54.69981965,54.24680774,55.10495299,56.34540159,55.2600066,55.61089481,56.14118119,56.89382784,56.53545813,54.72613016,54.02177283,54.20136735,52.78365458,50.74207274,49.4574485,48.98466378,,,,,
Ecuador,ECU,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,58.0952381,60.16114593,65.36624204,64.15770609,61.42506143,67.49059645,74.60172963,69.6353167,76.81491171,74.13997628,78.86597938,78.37641942,60.00464792,28.72574956,28.06055287,19.95211492,15.11887073,14.44779294,14.12723176,21.4521972,27.22971035,30.8782657,21.60302253,19.38850688,38.77090995,32.07708779,36.94267516,40.25711662,30.37446643,28.29815303,36.00904977,36.70087483,37.80530054,42.42659624,44.88362919,48.30550622,43.45834351,38.85847903,49.15181216,54.50817571,44.44119938,45.13065173,51.00812519,50.82486527,47.19705768,,,,,
"Egypt, Arab Rep.",EGY,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,36.97174294,35.85726719,36.39279546,33.18052827,34.56052429,34.38012463,36.05292952,38.48184818,43.2238806,48.24964359,52.06475833,53.60559887,62.06576761,66.83878963,72.46169496,72.26571838,77.12247325,77.26124305,76.05224615,76.49564559,77.65035218,78.76439424,78.06301783,77.74825572,78.05192308,79.044251,79.48415143,80.58952451,78.56339879,82.29655887,81.56744555,85.35373921,85.93551369,87.00184602,87.85904867,88.26674292,86.94067722,88.09905372,89.93093525,89.95204229,90.67316367,91.12058702,91.11811961,91.12909221,91.74071449,,,,,
Euro area,EMU,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,55.5494351,59.06735065,62.65811009,60.77492938,66.14961043,63.42359502,61.37655211,64.81712736,66.05046166,67.52914133,69.65260253,73.13624521,72.9042264,74.88804352,73.1800757,70.914561,75.12728009,67.81770744,68.84137773,67.97404083,67.70852295,63.34484086,61.82573311,59.22115973,54.51608317,51.11643346,49.9228508,49.38574431,47.5587562,50.45988606,51.16660196,50.58758632,49.43200743,47.67219624,47.94423404,48.70329408,47.65159148,47.98396232,49.28626727,49.26414876,49.02686608,48.06822566,49.89107265,50.32416339,49.93237066,51.09850099,50.41169432,51.18173245,49.71810789,48.10624556,46.40095174,46.29299656,44.92150075,41.46645972,38.96365927,40.67540116,,,,,
Eritrea,ERI,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,99.53271028,99.48717949,99.53271028,99.52380952,99.57081545,99.61389961,99.63898917,99.64664311,99.65277778,99.25650558,99.30555556,99.30313589,99.3220339,99.35691318,99.40652819,99.44289694,99.45945946,99.48453608,99.50738916,,,,,
Spain,ESP,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,16.06317825,23.46010154,29.82754857,18.37278449,30.07518797,37.94288236,27.65731575,44.2138179,46.58269848,39.59566454,48.95121042,44.15685638,40.68909666,53.06238435,52.74239473,58.92469975,67.87046893,49.87431087,50.94416409,49.04826032,67.86662516,70.9680352,68.64571036,66.8324984,53.33005944,52.28193636,49.70677231,47.80251271,37.66596432,48.28464674,46.80766636,46.03066902,51.80599872,47.68944731,47.45186511,51.60269572,43.46725118,50.88793372,50.09359229,57.78310022,55.95393829,51.36891967,59.78567588,54.14611776,57.69775747,63.63834234,61.70098315,62.08342858,60.70300793,56.16423807,46.17055511,49.84890218,49.20018235,40.01883139,38.80319623,44.06714376,,,,,
Estonia,EST,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.38798673,15.73801873,7.50570535,8.785784798,4.567307692,4.589899919,4.712732066,5.565198525,7.276141298,7.486695694,9.550099847,9.642815042,9.710331887,7.864947337,7.055512422,7.760901519,8.353884094,5.118949959,6.984216993,6.276341269,5.808392471,5.630962538,5.765856104,3.902071563,5.053832557,7.151771143,,,,,
Ethiopia,ETH,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,48.73524452,48.93617021,43.65482234,40.71550256,39.61937716,36.97916667,30.93922652,28.39506173,29.87220447,29.7532656,29.68099861,27.31829574,26.74418605,24.17582418,23.98648649,21.63934426,19.17040359,18.81413911,17.97497156,11.64725458,10.50454921,7.252215955,8.676789588,6.685044797,6.483300589,5.801621959,2.973977695,2.903811252,1.155717762,1.3739546,0.944333996,1.02739726,0.696864111,0.708940528,0.421792619,0.305903946,4.567239921,12.3643103,11.12224449,0.62248996,0.583964646,0.158061117,0.091932889,0.031529164,0.038325189,,,,,
European Union,EUU,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,49.48641466,51.56980203,54.3485353,53.43210044,57.24221389,56.75551117,55.79223529,58.25210713,59.71430791,62.04998808,63.8656646,73.65507339,73.42957682,74.71359665,73.58426271,71.32762618,74.79955832,69.20531782,69.72689167,68.97038818,68.67236336,64.51333269,63.71300798,61.38583787,57.40563559,54.38573291,53.55153768,52.54453726,50.6386268,52.83118066,53.17067103,52.55559616,51.62805182,50.33636535,50.63955655,50.88386015,50.67390774,50.08659621,50.71614375,50.58839601,50.63903561,49.6885337,51.2634881,52.34779343,51.14432885,51.66259454,51.7535308,52.33818983,50.72941428,49.20487525,47.55618485,47.56187913,45.67923887,42.73035535,40.21366515,41.5289177,,,,,
Fragile and conflict affected situations,FCS,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,45.4473299,44.7038374,48.39892049,42.09922391,41.32084784,39.52648651,40.02069461,44.93490308,47.36819222,53.38308564,55.04947218,56.63193416,58.01139646,57.26269458,56.90598419,56.71178791,54.33669257,52.87643918,51.52220323,51.29965918,48.66520074,49.51270894,51.38745321,51.43055274,52.63277956,52.70296322,52.46886211,52.11629583,51.06067767,51.6069881,53.79779229,55.28792236,54.4302878,52.78474431,47.98483001,47.53914432,48.29115743,49.8451229,49.51171498,53.01877428,51.26134448,51.97921326,51.09401609,50.07545365,50.60498937,,,,,
Finland,FIN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,38.76815805,23.37153773,15.89187328,29.19238901,34.64523716,32.80172414,34.61199295,30.61455847,41.18537625,56.22904049,57.90095948,50.98473318,55.70478438,59.7157306,54.28685172,53.56692522,67.74910272,55.34473382,63.60125378,55.12065846,57.69504503,30.7780684,27.47055252,25.82648056,29.09002584,36.85734975,36.16693054,37.37874986,38.90827425,40.31811509,30.10831785,28.01193392,25.48982243,28.50570573,34.66959211,30.81439838,36.53582806,30.983289,26.52386449,28.91861152,28.4240311,31.7012593,34.50470282,41.21860399,35.52565671,26.80286759,36.31305277,31.59086713,26.97076144,30.41945913,33.31184768,27.43500088,20.77942367,25.57222448,20.81387494,16.18583903,,,,,
Fiji,FJI,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,45.33233856,51.19297982,57.85161897,51.79275959,63.68782978,54.83518347,51.09508812,58.16864295,55.48200785,57.11667152,57.01734073,62.20829136,62.47802291,65.35494334,61.62849818,57.33698879,68.46160199,54.8990259,55.99902717,55.47409437,48.89976215,35.32271523,35.26365687,27.37922325,20.10643013,16.25437157,11.93350584,10.49245302,9.549703766,12.74465101,11.29389092,13.36146958,10.92060842,7.310913992,7.034448464,7.765660086,8.421321392,7.683018115,10.63308008,9.739331628,9.256442644,8.253466988,9.234868053,9.925129652,9.637952559,10.80145656,9.710904902,9.994820509,9.434917599,9.280089247,9.852468168,8.535250506,8.706133185,7.766403126,4.824546466,6.055787639,,,,,
Faroe Islands,FRO,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,100,96.26865672,96.96969697,48.1865285,43.47826087,50.6097561,32.05417607,32.11009174,40.38461538,50.94339623,30.75630252,26.98650675,24.96570645,23.27044025,22.53193961,21.95945946,22.01117318,22.08791209,22.94520548,27.60736196,27.41116751,27.49244713,28.12812813,29.17448405,29.76294996,35.99670511,35.03184713,39.01712584,36.89759036,38.40304183,37.10021322,37.24696356,40.87353325,41.49350649,47.90343075,42.76276276,53.34486736,50.49396268,47.98034934,52.66149871,58.40274375,57.48613678,55.00954198,59.65965966,56.25587959,,,,,
United Kingdom,GBR,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,96.12390809,95.63569161,95.36041048,94.45448547,93.58431004,90.13413045,87.98863991,86.67440785,86.63758832,86.40905251,87.70271033,87.91582602,87.52925596,88.67788393,86.16640113,87.41127811,85.52632057,84.42089944,85.611006,85.75131008,85.59726266,84.70673697,82.14711642,80.22985336,79.3267379,77.8819825,78.67214511,80.31620055,77.70090057,75.53625969,77.4533839,76.3642361,73.91042944,70.39248908,70.59047947,71.05257618,71.15108799,69.76487771,69.89079952,71.16851472,74.47692821,73.28149845,73.52045658,74.17034167,75.38808724,74.4298554,75.61243423,78.46202392,80.21671907,74.23278679,76.37854776,71.06622002,68.4682032,64.59252883,60.96876463,53.180856,,,,,
Georgia,GEO,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.79014864,42.8648399,41.68908015,36.8531803,38.57039187,36.19082659,16.51593154,15.58006422,16.93390692,16.15254458,21.06681034,20.10955745,6.752101419,8.854748603,12.63720393,14.1874226,27.06189104,18.17090735,15.27268425,13.3909792,7.477281707,22.60153031,25.49767922,17.77512675,19.63166522,21.96067571,,,,,
Ghana,GHA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,1.188858696,1.072386059,0.971867008,0.75444147,0.977933801,1.113480218,1.14735658,1.378213623,1.131511529,0.771111529,0.651041667,0.563493661,0.933125972,1.801310044,1.027170311,0.681508405,0,0,0,0,0,0,0.348487249,0.458265139,0.310660562,0.030179568,0.508277665,0,0,0,0,0,0,0,0,0,0,0,0.223264121,10.77997443,24.33928571,12.084165,10.40323207,18.19794801,38.84779393,,,,,
Gibraltar,GIB,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,
Guinea,GIN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,79.69432314,78.11676083,78.04960924,74.57220054,80.17565872,82.67358858,71.24335106,76.16996842,82.23145863,76.70596237,73.15682281,77.0627919,79.59759165,84.99696295,84.37416778,87.5,89.46925965,89.87621807,85.80522565,83.86571351,84.96887829,85.43581413,84.69834995,90.24308885,88.46153846,89.88824802,88.4973688,90.75649804,92.86231229,94.44314528,94.90726096,91.32417536,93.69241101,93.65183418,93.28397018,91.12085038,89.38718729,90.68881087,91.45300996,89.97874279,91.93823117,94.28178461,93.16896839,89.5812106,89.70125652,89.05211436,87.19819206,92.63446604,90.83004832,86.57151275,81.4335768,86.04745488,83.19757779,74.72773751,75.61329281,71.12809232,,,,,
Grenada,GRD,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,59.60729313,69.52380952,69.60352423,61.89873418,69.05187835,71.14967462,79.59048877,78.48180678,80.67776457,85.34836066,77.92661619,68.77346683,48.60724234,62.1231979,61.23321123,4.266321913,13.79710145,12.55434783,9.294566254,8.371454712,10.4111986,37.24878725,33.72739917,34.73344103,33.5600907,31.35568081,31.77758571,44.27737882,42.98668725,48.28042328,52.02322008,58.26199322,50.78578508,42.89429203,39.88073053,44.69752633,52.37551393,44.5859142,50.88979772,36.15202969,35.56257488,33.11729707,32.83266129,31.42590867,39.60933261,,,,,
Guam,GUM,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,62.95663782,63.53507744,64.80623276,65.5532791,66.82092848,66.21458103,66.49635071,67.26884125,68.58741112,69.39657058,70.45830604,73.55763586,73.56760762,74.34128136,71.30178762,69.77346935,71.53037584,70.6901091,69.06695406,68.98305055,68.92045188,67.14640016,65.34344736,63.88431436,62.70385343,60.9126657,59.80210391,60.02089236,59.85042485,60.79451757,58.76486107,58.43312226,58.54141148,58.21468965,58.53614549,58.11167302,58.17955949,59.08864853,59.90311452,59.9893649,60.82718857,61.15822198,61.52301303,62.60770046,62.06723771,62.23576107,62.12147574,63.08849385,62.3987027,60.84383188,61.08350954,61.20782136,61.48372559,60.3938215,59.53294605,59.26673468,,,,,
"Hong Kong SAR, China",HKG,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99741047,99.99743274,99.99736801,99.99741816,99.75773048,99.79543827,99.76572959,99.75739313,99.73439575,99.72127268,,,,,
Honduras,HND,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,38.10741688,28.13238771,26.13168724,22.92870906,25.92592593,29.41176471,31.83139535,14.75625823,12.92596945,13.68653422,16.90283401,19.19770774,26.84859155,26.80067002,6.451612903,3.054989817,2.782415136,2.763561924,2.398433676,1.724881414,1.449275362,6.44472898,11.8657299,22.18415418,38.67302053,33.51809586,33.51403061,43.68960469,37.85277859,38.08871851,50.74665294,60.03409644,60.82451499,70.03297609,67.05336427,63.07178631,62.39936859,62.00946709,55.24528302,52.19123506,53.2209591,50.69767442,53.2449839,56.17068923,57.7244841,,,,,
Heavily indebted poor countries (HIPC),HPC,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,17.31079437,13.94180721,13.91164919,10.7825264,10.62699212,10.51371418,11.7799076,12.67639793,11.27977714,8.845992473,8.433914069,8.240404051,11.50361112,12.39652026,9.307508582,9.38089418,10.9301495,10.44423901,9.020808766,9.284275565,8.692933142,10.52423417,10.89654092,13.0826312,14.69128548,15.25359818,16.89253801,17.17548685,16.37458583,16.03637843,16.0843847,17.0421418,18.5078228,20.37257598,21.23450206,20.88161963,21.5904337,22.02456271,20.83993763,20.00473704,21.86327298,22.09996563,21.70292046,22.82069683,25.66381671,,,,,
